0.000000	0.000000
0.010000	0.248690
0.020000	0.481754
0.030000	0.684547
0.040000	0.844328
0.050000	0.951057
0.060000	0.998027
0.070000	0.982287
0.080000	0.904827
0.090000	0.770513
0.100000	0.587785
0.110000	0.368125
0.120000	0.125333
0.130000	-0.125333
0.140000	-0.368125
0.150000	-0.587785
0.160000	-0.770513
0.170000	-0.904827
0.180000	-0.982287
0.190000	-0.998027
0.200000	-0.951056
0.210000	-0.844327
0.220000	-0.684546
0.230000	-0.481753
0.240000	-0.248689
0.250000	0.000001
0.260000	0.248691
0.270000	0.481755
0.280000	0.684548
0.290000	0.844328
0.300000	0.951057
0.310000	0.998027
0.320000	0.982287
0.330000	0.904827
0.340000	0.770514
0.350000	0.587786
0.360000	0.368126
0.370000	0.125335
0.380000	-0.125332
0.390000	-0.368123
0.400000	-0.587784
0.410000	-0.770512
0.420000	-0.904826
0.430000	-0.982287
0.440000	-0.998027
0.450000	-0.951058
0.460000	-0.844330
0.470000	-0.684550
0.480000	-0.481757
0.490000	-0.248694
0.500000	-0.000004
0.510000	0.248685
0.520000	0.481749
0.530000	0.684543
0.540000	0.844325
0.550000	0.951055
0.560000	0.998026
0.570000	0.982288
0.580000	0.904830
0.590000	0.770517
0.600000	0.587791
0.610000	0.368131
0.620000	0.125341
0.630000	-0.125326
0.640000	-0.368117
0.650000	-0.587779
0.660000	-0.770508
0.670000	-0.904823
0.680000	-0.982286
0.690000	-0.998027
0.700000	-0.951059
0.710000	-0.844333
0.720000	-0.684554
0.730000	-0.481762
0.740000	-0.248700
0.750000	-0.000010
0.760000	0.248680
0.770000	0.481744
0.780000	0.684539
0.790000	0.844322
0.800000	0.951053
0.810000	0.998026
0.820000	0.982290
0.830000	0.904832
0.839999	0.770521
0.849999	0.587796
0.859999	0.368137
0.869999	0.125346
0.879999	-0.125320
0.889999	-0.368112
0.899999	-0.587774
0.909999	-0.770504
0.919999	-0.904821
0.929999	-0.982284
0.939999	-0.998028
0.949999	-0.951061
0.959999	-0.844336
0.969999	-0.684559
0.979999	-0.481768
0.989999	-0.248706
0.999999	-0.000016
